entry_time,direction,entry_price,sl,tp,lots,risk_usd,commission,slippage_entry,fill_prob,filled,exit_time,exit_price,exit_reason,pnl_gross,pnl_net,confluence_count,confidence,manipulation_type
1748635200.0,BEAR,3319.662143345566,3332.77214,3350.02496,0.01,5.0,0.1,0.008953672082408359,0.75,True,1748635200.0,3350.02496,TP,-30.362816654434027,-30.46281665443403,5,1.0,JUDAS_LOW
1749477600.0,BEAR,3342.507868663729,3350.81004,3323.06054,0.01,3.4718591672782995,0.1,0.007399523558741935,0.75,True,1749492000.0,3350.81004,SL,-8.30217133627093,-8.40217133627093,4,0.95,JUDAS_HIGH
1751446800.0,BEAR,3351.58997840903,3355.01291,3322.03742,0.01,3.046750600464753,0.1,0.010119247219868678,0.75,True,1751461200.0,3355.01291,SL,-3.4229315909697107,-3.5229315909697108,4,1.0,LIQUIDITY_SWEEP
1751461200.0,BULL,3347.610391604237,3336.35066,3396.2737,0.01,3.041750600464753,0.1,0.010293947986988475,0.85,True,1751556600.0,3336.35066,SL,-11.259731604237004,-11.359731604237004,4,0.9,JUDAS_LOW
1751623200.0,BEAR,3347.092219692689,3354.96796,3329.84507,0.01,2.292617440704417,0.1,0.007877963561140917,0.85,True,1751857200.0,3329.84507,TP,17.247149692689163,17.147149692689162,5,1.0,JUDAS_HIGH
1753952400.0,BULL,3358.8078774575047,3343.34791,3396.00389,0.01,3.1449749253388752,0.1,0.00782862937979499,0.75,True,1753999200.0,3343.34791,SL,-15.459967457504717,-15.559967457504717,4,0.95,LIQUIDITY_SWEEP
1753966800.0,BULL,3353.5012328207313,3343.43648,3390.1496,0.01,3.139974925338875,0.1,0.0012328207311692884,0.85,True,1753999200.0,3343.43648,SL,-10.064752820731428,-10.164752820731428,4,0.9,LIQUIDITY_SWEEP
1754409600.0,BULL,3436.705176640501,3402.39862,3522.10273,0.01,1.8487389114270674,0.1,0.005225468626039337,0.75,True,1754942400.0,3402.39862,SL,-34.306556640501185,-34.40655664050119,4,0.9,JUDAS_LOW
1755169200.0,BEAR,3404.88001062483,3408.62148,3394.67505,0.01,0.12341107940200793,0.1,0.012571834324133103,0.75,True,1755183600.0,3394.67505,TP,10.204960624830164,10.104960624830165,4,1.0,JUDAS_HIGH
1758020400.0,BULL,3729.2278722894525,3716.49781,3756.87982,0.01,0.6236591106435162,0.1,0.006463025718450892,0.75,True,1758096000.0,3716.49781,SL,-12.73006228945269,-12.83006228945269,4,0.9,LIQUIDITY_SWEEP
1758110400.0,BEAR,3713.8914730087163,3723.48352,3661.43311,0.01,-0.022844003829118265,0.1,0.008429335033610855,0.75,True,1758495600.0,3723.48352,SL,-9.59204699128395,-9.69204699128395,4,0.95,LIQUIDITY_SWEEP
1758538800.0,BULL,3758.8154891679887,3741.84562,3797.13404,0.01,-0.5124463533933158,0.1,0.015440339863793416,0.75,True,1758614400.0,3797.13404,TP,38.31855083201117,38.21855083201117,4,0.9,JUDAS_LOW
1758718800.0,BULL,3794.510077456375,3782.04571,3831.95506,0.01,1.3934811882072429,0.1,0.010077456374769938,0.85,True,1758733200.0,3782.04571,SL,-12.46436745637493,-12.56436745637493,4,0.9,LIQUIDITY_SWEEP
1759741200.0,BULL,3966.506548435599,3958.02505,3948.50012,0.01,0.7602628153884963,0.1,0.0065484355993554975,0.85,True,1759741200.0,3948.50012,TP,-18.00642843559899,-18.106428435598993,4,0.85,JUDAS_HIGH
1759770000.0,BULL,3975.601044752714,3948.46857,4032.18822,0.01,-0.15005860639145344,0.1,0.0159825956508727,0.75,True,1759896000.0,4032.18822,TP,56.58717524728581,56.48717524728581,4,0.85,JUDAS_LOW
1760014800.0,BULL,4034.614550667786,4051.98357,4104.23331,0.01,2.6693001559728375,0.1,0.014453011535821023,0.55,True,1760014800.0,4051.98357,SL,17.369019332214066,17.269019332214064,4,0.9,JUDAS_LOW
1760104800.0,BULL,3986.725093975707,3964.60791,4050.22561,0.01,3.5277511225835405,0.1,0.01127348055663935,0.75,True,1760310000.0,4050.22561,TP,63.50051602429312,63.40051602429312,5,1.0,JUDAS_LOW
1761051600.0,BEAR,4238.847885201953,4289.69694,4096.00976,0.01,6.692776923798196,0.1,0.015110785559762058,0.75,True,1761127200.0,4096.00976,TP,142.83812520195352,142.73812520195352,4,0.95,JUDAS_HIGH
1761901200.0,BULL,4019.802655672316,4004.28638,4059.40021,0.01,13.824683183895871,0.1,0.002606844191216103,0.75,True,1761930000.0,4004.28638,SL,-15.516275672316167,-15.616275672316167,4,0.95,LIQUIDITY_SWEEP
1762333200.0,BULL,3981.9156109862643,3968.85505,4027.35757,0.01,13.038869400280062,0.1,0.015708642514128093,0.75,True,1762732800.0,4027.35757,TP,45.44195901373587,45.34195901373587,4,0.9,LIQUIDITY_SWEEP
