entry_time,direction,entry_price,sl,tp,lots,risk_usd,commission,slippage_entry,fill_prob,filled,exit_time,exit_price,exit_reason,pnl_gross,pnl_net,confluence_count,confidence,manipulation_type
1749643200.0,BEAR,3357.3008459282437,3368.75077,3325.93235,0.01,5.0,0.1,-0.0007971001184680749,0.85,True,1749672000.0,3368.75077,SL,-11.449924071756413,-11.549924071756413,4,0.95,JUDAS_HIGH
1750266000.0,BULL,3404.5077963096414,3387.80647,3446.6052,0.01,4.41750379641218,0.1,0.007796309641241347,0.75,True,1750284000.0,3387.80647,SL,-16.701326309641445,-16.801326309641446,4,0.9,LIQUIDITY_SWEEP
1750867200.0,BEAR,3348.5892019534526,3352.05648,3315.2872,0.01,3.5674374809301086,0.1,0.01089570279729873,0.75,True,1750928400.0,3352.05648,SL,-3.4672780465475626,-3.5672780465475626,4,0.95,JUDAS_HIGH
1750942800.0,BEAR,3339.9034306745207,3358.69147,3302.05968,0.01,3.384073578602731,0.1,-0.0017596602369570615,0.75,True,1751018400.0,3302.05968,TP,37.843750674520834,37.74375067452083,4,0.85,JUDAS_HIGH
1750762800.0,BEAR,3341.4769107971197,3374.2249,3273.3505,0.01,3.5724374809301085,0.1,0.013048235644241455,0.75,True,1752246000.0,3374.2249,SL,-32.74798920288049,-32.84798920288049,4,0.95,LIQUIDITY_SWEEP
1753171200.0,BEAR,3400.897687015102,3407.10367,3387.59295,0.01,3.623861652184749,0.1,0.0022153286483549656,0.85,True,1753185600.0,3407.10367,SL,-6.205982984898128,-6.305982984898128,4,0.95,LIQUIDITY_SWEEP
1753185600.0,BEAR,3419.2915922951993,3407.1451,3389.2801,0.01,3.6188616521847496,0.1,0.008456532925782263,0.55,True,1753185600.0,3407.1451,SL,12.146492295199096,12.046492295199096,4,1.0,LIQUIDITY_SWEEP
1754380800.0,BULL,3420.6067460759173,3412.89062,3459.07507,0.01,3.900887117699799,0.1,0.006648419667146177,0.75,True,1754395200.0,3412.89062,SL,-7.7161260759171455,-7.816126075917145,4,1.0,JUDAS_LOW
1754409600.0,BULL,3436.708149230876,3402.39862,3522.10273,0.01,3.505080813903942,0.1,0.0081980590012691,0.75,True,1754942400.0,3402.39862,SL,-34.30952923087625,-34.40952923087625,4,0.9,JUDAS_LOW
1755622800.0,BEAR,3362.854480132344,3384.38424,3316.63204,0.01,1.7796043523601295,0.1,0.0006895987917342183,0.75,True,1755698400.0,3384.38424,SL,-21.529759867655685,-21.629759867655686,4,0.95,JUDAS_HIGH
1755774000.0,BEAR,3376.0964875365185,3385.61081,3343.67655,0.01,0.6931163589773451,0.1,0.003610119731496147,0.85,True,1755788400.0,3385.61081,SL,-9.514322463481676,-9.614322463481676,4,0.95,JUDAS_HIGH
1756292400.0,BEAR,3426.375335354468,3432.23567,3410.00352,0.01,0.20740023580326136,0.1,0.006594641469622658,0.75,True,1756306800.0,3432.23567,SL,-5.860334645532021,-5.96033464553202,4,0.9,LIQUIDITY_SWEEP
1756368000.0,BULL,3449.172474989009,3442.74281,3463.99607,0.01,-0.09561649647333965,0.1,0.005923511854079845,0.75,True,1756382400.0,3463.99607,TP,14.823595010991083,14.723595010991083,4,0.95,LIQUIDITY_SWEEP
1756800000.0,BULL,3538.88863121971,3512.68143,3608.5,0.01,0.6355632540762146,0.1,0.008826531535997753,0.85,True,1756904400.0,3608.5,TP,69.61136878028992,69.51136878028993,5,1.0,LIQUIDITY_SWEEP
1756814400.0,BULL,3548.0094246413914,3512.75928,3644.46143,0.01,0.6305632540762146,0.1,0.009424641391561413,0.85,True,1757084400.0,3644.46143,TP,96.4520053586084,96.35200535860841,5,1.0,LIQUIDITY_SWEEP
1758110400.0,BEAR,3713.8895784548263,3723.48352,3661.43311,0.01,8.918731961021132,0.1,0.010323888923494862,0.75,True,1758495600.0,3723.48352,SL,-9.593941545173948,-9.693941545173947,4,0.95,LIQUIDITY_SWEEP
1758261600.0,BULL,3679.708982892966,3663.65133,3725.59749,0.01,8.908731961021132,0.1,0.009031721091152783,0.75,True,1758495600.0,3725.59749,TP,45.888507107034,45.788507107034,5,0.95,LIQUIDITY_SWEEP
1758186000.0,BEAR,3706.3928869878887,3745.655,3609.83564,0.01,8.913731961021133,0.1,0.007015355861517032,0.85,True,1758524400.0,3745.655,SL,-39.26211301211151,-39.362113012111514,4,1.0,JUDAS_HIGH
1758718800.0,BULL,3794.5118357583137,3782.04571,3831.95506,0.01,8.740354588508561,0.1,0.011835758313851372,0.85,True,1758733200.0,3782.04571,SL,-12.466125758313865,-12.566125758313865,4,0.9,LIQUIDITY_SWEEP
1759237200.0,BEAR,3852.386013245542,3863.77781,3820.79441,0.01,8.107048300592869,0.1,0.01388909820795474,0.75,True,1759251600.0,3863.77781,SL,-11.391796754458028,-11.491796754458028,4,0.9,JUDAS_HIGH
1759492800.0,BULL,3883.8210653876263,3875.02929,3902.48949,0.01,7.5274584628699674,0.1,0.011562841653825255,0.75,True,1759507200.0,3902.48949,TP,18.668424612373656,18.568424612373654,4,0.9,LIQUIDITY_SWEEP
1760594400.0,BULL,4217.417774682471,4197.16266,4260.70575,0.01,8.45087969348865,0.1,0.013985420098636825,0.75,True,1760623200.0,4260.70575,TP,43.287975317529344,43.18797531752934,5,1.0,JUDAS_LOW
1761584400.0,BEAR,4021.6913212683503,4100.7441,3853.03678,0.01,10.605278459365119,0.1,0.008629903524724362,0.75,True,1762776000.0,4100.7441,SL,-79.0527787316496,-79.15277873164959,5,1.0,LIQUIDITY_SWEEP
1763031600.0,BULL,4228.448955097559,4205.23276,4277.73417,0.01,6.642639522782639,0.1,0.008512829162929171,0.75,True,1763046000.0,4205.23276,SL,-23.21619509755874,-23.31619509755874,5,1.0,LIQUIDITY_SWEEP
1763046000.0,BEAR,4206.580538608308,4211.93714,4175.52466,0.01,6.6376395227826395,0.1,0.019559047941472025,0.75,True,1763060400.0,4175.52466,TP,31.05587860830838,30.955878608308378,4,1.0,LIQUIDITY_SWEEP
1763715600.0,BEAR,4047.6939965922656,4098.01376,3934.54753,0.01,7.014623698320122,0.1,0.005954579609218269,0.75,True,1763744400.0,4098.01376,SL,-50.31976340773417,-50.41976340773417,4,0.95,JUDAS_HIGH
1763730000.0,BULL,4057.396922717495,4026.03367,4127.63272,0.01,7.009623698320123,0.1,0.013388516757217203,0.75,True,1764025200.0,4127.63272,TP,70.23579728250479,70.1357972825048,4,0.9,JUDAS_LOW
