entry_time,direction,entry_price,sl,tp,lots,risk_usd,commission,slippage_entry,fill_prob,filled,exit_time,exit_price,exit_reason,pnl_gross,pnl_net,confluence_count,confidence,manipulation_type
1750327200.0,BEAR,3391.8974145325947,3406.2978,3351.62942,0.01,5.0,0.1,0.002487811155112362,0.75,True,1750748400.0,3351.62942,TP,40.26799453259446,40.167994532594456,5,1.0,LIQUIDITY_SWEEP
1752487200.0,BULL,3381.0361552433164,3375.30296,3368.52521,0.011977642997728185,7.003399726629723,0.11977642997728186,0.00982383613948482,0.75,True,1752487200.0,3368.52521,TP,-14.98516356885725,-15.104939998834531,4,0.95,JUDAS_HIGH
1753801200.0,BULL,3318.4123670984277,3308.44076,3355.33751,0.01,6.242163905189132,0.1,0.012464754677743193,0.75,True,1753862400.0,3355.33751,TP,36.925142901572144,36.82514290157214,4,0.9,JUDAS_LOW
1753938000.0,BEAR,3349.0869132749185,3363.42143,3319.67648,0.01,8.07842105026774,0.1,0.013184381331492412,0.85,True,1753952400.0,3363.42143,SL,-14.33451672508136,-14.434516725081359,5,0.95,JUDAS_HIGH
1753966800.0,BULL,3353.5041922359837,3343.43648,3390.1496,0.01,7.351695214013673,0.1,0.004192235983534796,0.85,True,1753999200.0,3343.43648,SL,-10.06771223598389,-10.16771223598389,4,0.9,LIQUIDITY_SWEEP
1754380800.0,BULL,3420.6028461398296,3412.89062,3459.07507,0.01,6.838309602214479,0.1,0.002748483579575132,0.75,True,1754395200.0,3412.89062,SL,-7.712226139829455,-7.812226139829455,4,1.0,JUDAS_LOW
1754409600.0,BULL,3436.705249831264,3402.39862,3522.10273,0.01,6.442698295223007,0.1,0.00529865938896309,0.75,True,1754942400.0,3402.39862,SL,-34.30662983126422,-34.40662983126422,4,0.9,JUDAS_LOW
1755244800.0,BULL,3387.403094111324,3381.17138,3411.25709,0.01,4.717366803659796,0.1,0.0031917675740680746,0.85,True,1755536400.0,3381.17138,SL,-6.231714111323981,-6.331714111323981,4,0.9,LIQUIDITY_SWEEP
1755774000.0,BEAR,3376.091831361502,3385.61081,3343.67655,0.01,4.395781098093598,0.1,0.008266294747991159,0.85,True,1755788400.0,3385.61081,SL,-9.518978638498083,-9.618978638498083,4,0.95,JUDAS_HIGH
1756098000.0,BULL,3408.903375731555,3404.74438,3418.7251,0.01,3.909832166168694,0.1,0.0034733878052246926,0.75,True,1756141200.0,3418.7251,TP,9.821724268444996,9.721724268444996,5,1.0,LIQUIDITY_SWEEP
1756890000.0,BULL,3601.6069474699784,3593.30853,3627.4828,0.01,4.385918379590945,0.1,0.006849813728546051,0.85,True,1756918800.0,3627.4828,TP,25.875852530021803,25.7758525300218,4,0.85,JUDAS_LOW
1756814400.0,BULL,3548.0095337118582,3512.75928,3644.46143,0.01,4.3909183795909446,0.1,0.009533711858022507,0.85,True,1757084400.0,3644.46143,TP,96.4518962881416,96.3518962881416,5,1.0,LIQUIDITY_SWEEP
1758290400.0,BULL,3692.094547238263,3675.16352,3734.35688,0.01,10.487305820499117,0.1,0.008019070293225098,0.75,True,1758524400.0,3734.35688,TP,42.262332761736616,42.162332761736614,4,0.9,JUDAS_LOW
1758538800.0,BULL,3758.812958948611,3741.84562,3797.13404,0.01,12.590422458585948,0.1,0.012910120486237258,0.75,True,1758614400.0,3797.13404,TP,38.321081051388774,38.22108105138877,4,0.9,JUDAS_LOW
1758643200.0,BULL,3804.2430608769037,3781.59933,3865.60163,0.01,14.496476511155386,0.1,0.0036974450385159376,0.75,True,1758733200.0,3781.59933,SL,-22.643730876903646,-22.743730876903648,4,0.9,JUDAS_LOW
1759417200.0,BEAR,3868.8963757869546,3924.66719,3744.71189,0.01,13.354289967310201,0.1,0.013346809270753109,0.75,True,1759712400.0,3924.66719,SL,-55.77081421304547,-55.87081421304547,4,0.95,JUDAS_HIGH
1759431600.0,BEAR,3880.0927820094776,3924.86076,3779.94071,0.01,13.349289967310199,0.1,0.007315646772432344,0.85,True,1759712400.0,3924.86076,SL,-44.76797799052247,-44.86797799052247,5,1.0,JUDAS_HIGH
