entry_time,direction,entry_price,sl,tp,lots,risk_usd,commission,slippage_entry,fill_prob,filled,exit_time,exit_price,exit_reason,pnl_gross,pnl_net,confluence_count,confidence,manipulation_type
1749110400.0,BEAR,3398.7849043338556,3401.26928,3381.19995,0.01,5.0,0.1,0.01514449426938787,0.75,True,1749124800.0,3401.26928,SL,-2.4843756661443877,-2.5843756661443877,4,0.9,LIQUIDITY_SWEEP
1749643200.0,BEAR,3366.0279155260196,3368.75077,3325.93235,0.01,4.860781216692782,0.1,0.014306557236578333,0.85,True,1749672000.0,3368.75077,SL,-2.722854473980533,-2.822854473980533,4,0.95,JUDAS_HIGH
1749153600.0,BEAR,3381.129649180947,3414.01223,3314.15083,0.01,4.865781216692781,0.1,0.009269450766221909,0.75,True,1749780000.0,3414.01223,SL,-32.88258081905269,-32.98258081905269,5,0.9,JUDAS_HIGH
1750410000.0,BEAR,3371.286524563877,3387.66148,3331.45202,0.01,3.0605094520411207,0.1,0.0135242642481801,0.75,True,1750438800.0,3387.66148,SL,-16.3749554361234,-16.474955436123402,5,1.0,LIQUIDITY_SWEEP
1750327200.0,BEAR,3391.888997008733,3406.2978,3351.62942,0.01,3.065509452041121,0.1,0.01090533501714909,0.75,True,1750748400.0,3351.62942,TP,40.25957700873278,40.159577008732775,5,1.0,LIQUIDITY_SWEEP
1750762800.0,BEAR,3342.65260137761,3374.2249,3273.3505,0.01,4.23974053067159,0.1,0.010702466426617577,0.75,True,1752246000.0,3374.2249,SL,-31.57229862239001,-31.672298622390013,4,0.95,LIQUIDITY_SWEEP
1752487200.0,BULL,3381.0853809736986,3375.30296,3368.52521,0.01,2.6511255995520893,0.1,0.0029110295319280627,0.75,True,1752487200.0,3368.52521,TP,-12.56017097369886,-12.66017097369886,4,0.95,JUDAS_HIGH
1752652800.0,BEAR,3348.7938562896975,3361.07357,3311.5,0.01,2.013117050867146,0.1,0.00619253842749401,0.75,True,1752847200.0,3361.07357,SL,-12.27971371030253,-12.37971371030253,4,1.0,JUDAS_HIGH
1753801200.0,BULL,3318.4110402161423,3308.44076,3355.33751,0.01,1.3891313653520194,0.1,0.011137872392399852,0.75,True,1753862400.0,3355.33751,TP,36.926469783857556,36.826469783857554,4,0.9,JUDAS_LOW
1754989200.0,BEAR,3401.004734447388,3406.79857,3379.05017,0.01,3.225454854544897,0.1,0.006564852824126661,0.75,True,1755064800.0,3406.79857,SL,-5.793835552612109,-5.893835552612108,4,1.0,LIQUIDITY_SWEEP
1756292400.0,BEAR,3425.592184368381,3432.23567,3410.00352,0.01,2.9257630769142917,0.1,0.00791328786896999,0.75,True,1756306800.0,3432.23567,SL,-6.643485631619114,-6.743485631619114,4,0.9,LIQUIDITY_SWEEP
1756382400.0,BULL,3455.9129012423928,3448.03581,3488.87844,0.01,2.583588795333336,0.1,0.012998898642831071,0.75,True,1756486800.0,3488.87844,TP,32.96553875760719,32.86553875760719,4,0.95,JUDAS_LOW
1756890000.0,BULL,3601.6142158261655,3593.30853,3627.4828,0.01,4.221865733213696,0.1,0.014118169915602026,0.85,True,1756918800.0,3627.4828,TP,25.868584173834737,25.768584173834736,4,0.85,JUDAS_LOW
1758538800.0,BULL,3758.80413345078,3741.84562,3797.13404,0.01,5.505294941905433,0.1,0.00408462265459117,0.75,True,1758614400.0,3797.13404,TP,38.32990654922014,38.22990654922014,4,0.9,JUDAS_LOW
1758704400.0,BULL,3797.971411287998,3781.92642,3838.24701,0.01,7.411790269366441,0.1,0.011754305328408711,0.75,True,1758733200.0,3781.92642,SL,-16.044991287998073,-16.144991287998074,5,1.0,LIQUIDITY_SWEEP
1759237200.0,BEAR,3852.387819684609,3863.77781,3820.79441,0.01,6.599540704966538,0.1,0.012082659141235455,0.75,True,1759251600.0,3863.77781,SL,-11.38999031539106,-11.48999031539106,4,0.9,JUDAS_HIGH
1760014800.0,BULL,4034.598824937833,4051.98357,4104.23331,0.01,6.020041189196985,0.1,-0.001272718417152339,0.55,True,1760014800.0,4051.98357,SL,17.384745062166985,17.284745062166984,4,0.9,JUDAS_LOW
1760029200.0,BEAR,3987.646042777625,4048.18209,3858.03615,0.01,6.879278442305335,0.1,0.011751802345460026,0.75,True,1760310000.0,4048.18209,SL,-60.53604722237469,-60.63604722237469,4,0.9,JUDAS_HIGH
1760594400.0,BULL,4217.429489657394,4197.16266,4260.70575,0.01,3.842476081186601,0.1,0.008991541215549395,0.75,True,1760623200.0,4260.70575,TP,43.27626034260629,43.17626034260629,5,1.0,JUDAS_LOW
1762437600.0,BULL,4001.9124668557174,3989.62709,4076.24581,0.01,5.986289098316917,0.1,0.012564511967477073,0.75,True,1762470000.0,3989.62709,SL,-12.285376855717459,-12.385376855717459,4,0.95,LIQUIDITY_SWEEP
1762333200.0,BULL,3981.9199618558246,3968.85505,4027.35757,0.01,5.996289098316916,0.1,0.020059512074759697,0.75,True,1762732800.0,4027.35757,TP,45.437608144175556,45.337608144175555,4,0.9,LIQUIDITY_SWEEP
1762362000.0,BULL,3991.3026950550766,3964.86776,4056.08954,0.01,5.9912890983169165,0.1,0.0026462269514745647,0.75,True,1762747200.0,4056.08954,TP,64.78684494492336,64.68684494492337,4,0.9,JUDAS_LOW
1762513200.0,BULL,4010.6630700144083,3990.55367,4064.19221,0.01,5.3620202555310446,0.1,0.014272708109490334,0.75,True,1762761600.0,4064.19221,TP,53.52913998559189,53.42913998559189,4,0.9,LIQUIDITY_SWEEP
1763121600.0,BEAR,4138.419001146411,4176.17981,4061.56179,0.01,13.529699909265586,0.1,0.0031496750303329087,0.75,True,1763355600.0,4061.56179,TP,76.85721114641046,76.75721114641047,4,0.95,JUDAS_HIGH
1763978400.0,BULL,4060.322772928324,4034.66204,4124.17592,0.01,17.357560466586108,0.1,0.004150088903644132,0.75,True,1764025200.0,4124.17592,TP,63.85314707167572,63.75314707167572,4,0.9,LIQUIDITY_SWEEP
1763992800.0,BULL,4068.8586737552896,4034.91275,4144.74955,0.01,17.35256046658611,0.1,0.011102800620436525,0.75,True,1764039600.0,4144.74955,TP,75.89087624471085,75.79087624471086,4,0.9,LIQUIDITY_SWEEP
1763474400.0,BULL,4059.3795227118085,3995.43562,4204.27892,0.01,17.36256046658611,0.1,0.016251216239704356,0.75,True,1764158400.0,4204.27892,TP,144.89939728819127,144.79939728819127,4,0.9,JUDAS_LOW
1764115200.0,BULL,4138.80396589187,4106.87133,4271.96193,0.01,24.324761632405433,0.1,0.03656253746317146,0.75,True,1764558000.0,4271.96193,TP,133.15796410813073,133.05796410813073,5,0.95,JUDAS_LOW
1764158400.0,BULL,4190.4408768769135,4148.29909,4287.72688,0.01,24.31976163240543,0.1,0.040974533163185146,0.85,True,1764586800.0,4287.72688,TP,97.28600312308663,97.18600312308664,4,0.9,JUDAS_LOW
1764172800.0,BULL,4180.177329838125,4127.6349,4323.64308,0.01,31.554731496814995,0.1,0.006834499785225039,0.75,True,1765526400.0,4323.64308,TP,143.4657501618749,143.3657501618749,4,0.9,JUDAS_LOW
1764932400.0,BULL,4250.583304433433,4202.87223,4350.25553,0.01,43.06192985837586,0.1,0.012507283503207026,0.75,True,1765540800.0,4350.25553,TP,99.67222556656725,99.57222556656725,4,0.95,LIQUIDITY_SWEEP
1765555200.0,BULL,4309.402147015867,4291.34306,4375.59985,0.0202717580912665,55.203828644797966,0.20271758091266498,0.0179330473867011,0.75,True,1765774800.0,4375.59985,TP,134.194382109185,133.99166452827234,5,1.0,LIQUIDITY_SWEEP
1765954800.0,BULL,4348.104928290927,4342.88194,4326.59973,0.046825312013902956,61.89327599216596,0.46825312013902953,0.004830634677464792,0.75,True,1765954800.0,4326.59973,TP,-100.6987619893518,-101.16701510949082,5,0.95,JUDAS_HIGH
1766059200.0,BEAR,4358.286380254962,4369.50448,4333.81933,0.04776063369274481,56.811512580684465,0.4776063369274481,0.007391880875989833,0.75,True,1766073600.0,4369.50448,SL,-53.57835526514225,-54.0559616020697,4,1.0,JUDAS_HIGH
1766998800.0,BEAR,4492.987556508581,4512.95571,4427.89966,0.02075730295229162,54.084834183734614,0.20757302952291617,0.012443491418365746,0.75,True,1767027600.0,4427.89966,TP,135.1049186356025,134.8973456060796,4,0.9,JUDAS_HIGH
1767610800.0,BULL,4430.715542205089,4424.41694,4483.16611,0.031057108956701687,60.81932281256244,0.31057108956701684,0.0153468925889071,0.75,True,1767715200.0,4483.16611,TP,162.89629988474184,162.58572879517482,4,0.95,JUDAS_LOW
1767715200.0,BULL,4484.314515074192,4462.37653,4540.28992,0.02341207111823097,60.80379425808409,0.2341207111823097,0.008271799888185764,0.75,True,1767790800.0,4462.37653,SL,-51.36136667476846,-51.59548738595077,4,0.95,JUDAS_LOW
1767880800.0,BEAR,4441.382224610815,4456.96775,4388.51419,0.029067921387427108,66.32674700300878,0.2906792138742711,0.0176777329352659,0.75,True,1767895200.0,4456.96775,SL,-45.30388267945795,-45.59456189333222,4,0.95,LIQUIDITY_SWEEP
1767790800.0,BEAR,4462.8992238472,4479.40091,4409.79879,0.029706579954787374,68.92137466228371,0.29706579954787377,0.0006784965501602405,0.85,True,1767913200.0,4479.40091,SL,-49.02086590869661,-49.31793170824448,4,0.95,JUDAS_HIGH
1767927600.0,BULL,4472.8078270794185,4423.30857,4581.00858,0.011712095965416119,61.56658836223624,0.1171209596541612,0.008022391918497301,0.75,True,1768176000.0,4581.00858,TP,126.72576017361253,126.60863921395837,5,0.95,JUDAS_LOW
1768323600.0,BULL,4599.008539631508,4584.50663,4691.73342,0.018994647869203424,67.89116427495145,0.18994647869203424,0.008539631508122106,0.75,True,1768579200.0,4584.50663,SL,-27.545866688150728,-27.73581316684276,4,0.95,JUDAS_LOW
1769187600.0,BULL,4966.919737393816,4931.28714,5071.59348,0.014217791503792815,66.49487629267472,0.14217791503792815,0.019835050065604078,0.85,True,1769392800.0,5071.59348,TP,148.82294482964065,148.6807669146027,4,0.9,JUDAS_LOW
1770807600.0,BULL,5113.557861656474,5066.59195,5215.49104,0.014892664369403402,73.91680574265295,0.14892664369403402,0.010442881227601704,0.75,True,1770912000.0,5066.59195,SL,-69.94475591029244,-70.09368255398648,4,0.95,JUDAS_LOW
1770627600.0,BULL,5028.213953168877,4956.86847,5211.81301,0.01,73.92180574265295,0.1,0.013757856377639186,0.85,True,1770926400.0,4956.86847,SL,-71.34548316887685,-71.44548316887685,4,0.9,LIQUIDITY_SWEEP
1771855200.0,BULL,5163.032880563166,5140.71767,5216.2998,0.028954174127052274,66.83240112432507,0.28954174127052273,0.01575415155610149,0.55,True,1771869600.0,5216.2998,TP,154.22996605857463,153.94042431730412,5,1.0,JUDAS_LOW
1772110800.0,BULL,5182.302540994685,5161.3191,5113.7998,0.02130173074098763,74.51494525312675,0.2130173074098763,0.0027363071847296043,0.85,True,1772110800.0,5113.7998,TP,-145.9226943688398,-146.13571167624968,4,0.9,LIQUIDITY_SWEEP
1772524800.0,BEAR,5348.916338298045,5392.18448,5238.78422,0.013141602655160485,67.19750880394378,0.13141602655160486,0.024756329774709172,0.75,True,1772539200.0,5238.78422,TP,144.73125382440435,144.59983779785276,5,1.0,LIQUIDITY_SWEEP
1773234000.0,BEAR,5184.2850470429885,5209.53643,5109.06813,0.02222221455919305,74.42092989250885,0.2222221455919305,0.014757644511723036,0.85,True,1773338400.0,5109.06813,TP,167.1486469010322,166.92642475544028,4,0.95,JUDAS_HIGH
1773248400.0,BEAR,5188.086340983337,5209.61358,5131.2522,0.028487177785241524,74.40981878522925,0.28487177785241524,0.017657244569487272,0.75,True,1773338400.0,5131.2522,TP,161.90442784638145,161.61955606852905,4,1.0,JUDAS_HIGH
1773399600.0,BEAR,5112.890549322096,5116.86132,5068.87524,0.060102541827937755,90.8228742375351,0.6010254182793775,0.009353021654043453,0.75,True,1773414000.0,5068.87524,TP,264.54319696008974,263.94217154181035,4,1.0,LIQUIDITY_SWEEP
1774450800.0,BULL,4551.975223054352,4522.59449,4649.88663,0.02450817616384749,103.98993154371165,0.2450817616384749,0.02034491623039133,0.85,True,1774483200.0,4522.59449,SL,-72.00681815190202,-72.2518999135405,4,0.95,JUDAS_LOW
1774821600.0,BULL,4509.637542276139,4437.43714,4666.79198,0.013127268668371092,100.36008245995271,0.13127268668371092,0.00018356076084059377,0.85,True,1774983600.0,4666.79198,TP,206.30085264279114,206.16957995610744,5,0.95,JUDAS_LOW
1774630800.0,BULL,4515.519096191045,4437.70928,4761.08143,0.01,100.3650824599527,0.1,0.01909619104505938,0.85,True,1775044800.0,4761.08143,TP,245.56233380895537,245.46233380895538,4,0.9,JUDAS_LOW
1775044800.0,BULL,4752.119408946262,4737.02714,4850.42633,0.02927586991320432,110.66199782342387,0.2927586991320432,0.019311290011965822,0.75,True,1775091600.0,4737.02714,SL,-44.18393023658673,-44.47668893571878,4,0.9,JUDAS_LOW
1775635200.0,BULL,4821.824269524308,4820.74204,4802.34998,0.0657467541782665,120.6966421321291,0.657467541782665,0.024464836808374083,0.75,True,1775635200.0,4802.34998,TP,-128.03713261510688,-128.69460015688955,4,0.95,LIQUIDITY_SWEEP
